ym,1w_mean,2w_mean,3w_mean,4w_mean
201801,-2.4,-4.6571428571428575,2.0142857142857142,-8.28
201802,-6.857142857142857,-1.9285714285714286,-0.8428571428571429,2.4714285714285715
201803,4.114285714285714,7.042857142857143,6.685714285714285,8.95
201804,10.971428571428572,10.257142857142856,12.299999999999999,13.666666666666666
201805,15.571428571428571,14.742857142857144,18.771428571428572,18.31
201806,20.728571428571428,20.414285714285715,21.0,22.48888888888889
201807,24.257142857142856,24.657142857142855,26.599999999999998,29.669999999999998
201808,30.357142857142858,30.071428571428573,27.942857142857143,25.14
201809,24.12857142857143,22.62857142857143,21.185714285714287,19.311111111111114
201810,17.5,13.671428571428573,13.771428571428572,11.4
201811,11.714285714285714,10.342857142857143,7.6571428571428575,5.177777777777778
201812,4.114285714285715,-3.142857142857143,2.8142857142857145,-3.1599999999999997
201901,-2.5714285714285716,-0.1428571428571428,-0.28571428571428586,0.4
201902,1.4857142857142858,-3.5285714285714285,0.21428571428571427,4.914285714285714
201903,6.871428571428572,5.542857142857143,6.757142857142857,6.38
201904,8.514285714285714,9.6,12.9,13.644444444444444
201905,15.085714285714285,16.17142857142857,18.885714285714283,19.33
201906,19.599999999999998,20.614285714285717,21.0,23.299999999999997
201907,24.400000000000002,23.514285714285712,25.671428571428574,25.839999999999996
201908,28.585714285714285,28.82857142857143,26.228571428571428,24.79
201909,24.085714285714285,23.32857142857143,21.62857142857143,21.422222222222224
201910,20.271428571428572,16.514285714285712,16.3,14.91
201911,13.185714285714285,8.957142857142857,5.228571428571429,5.988888888888889
201912,0.07142857142857148,3.8,3.0,1.47
202001,2.1142857142857143,-0.6,-0.028571428571428654,4.46
202002,-1.9,4.571428571428571,1.5714285714285714,5.3375
202003,3.6285714285714286,6.085714285714286,7.299999999999999,9.98
202004,8.742857142857144,9.785714285714286,11.457142857142857,11.466666666666667
202005,17.65714285714286,15.5,15.785714285714286,17.39
202006,19.314285714285713,23.414285714285715,22.17142857142857,22.155555555555555
202007,22.75714285714286,22.885714285714283,23.614285714285717,23.45
202008,24.542857142857144,25.357142857142858,26.157142857142855,26.9
202009,22.87142857142857,21.685714285714287,21.228571428571428,19.98888888888889
202010,17.071428571428573,16.27142857142857,14.12857142857143,12.58
202011,10.742857142857144,9.785714285714286,11.22857142857143,2.933333333333333
202012,2.5714285714285716,1.342857142857143,-3.9285714285714284,0.7799999999999999
202101,-6.1000000000000005,-5.328571428571428,-1.4,2.61
202102,0.3285714285714287,3.057142857142857,0.12857142857142836,4.785714285714286
202103,5.357142857142857,7.014285714285713,8.457142857142857,9.379999999999999
202104,13.6,11.542857142857143,11.471428571428572,15.366666666666667
202105,12.985714285714286,17.45714285714286,17.228571428571428,16.740000000000002
